timeframe,rank,candidate_start,candidate_end,similarity,current_fingerprint_id,matched_fingerprint_id,matched_pattern_code,before_bullish,matched_bullish,after_bullish,before_range,matched_range,after_range,before_alternation,matched_alternation,after_alternation
1m,1,20590,20609,0.2277370034458535,FP-9E97C4C0DF,FP-4AA562DB0E,BALANCED | EXPANDING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.6,0.6,1.1145253980750256,1.0277425475485464,0.8642265318285578,0.6666666666666666,0.3157894736842105,0.4444444444444444
15m,2,2335,2354,0.37048035762095693,FP-26534D885B,FP-1C0C79538E,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.5,0.6,1.1136245653848527,1.0848064409438396,0.9981539844215919,0.5555555555555556,0.5789473684210527,0.5555555555555556
15m,3,15095,15114,0.36404172962291714,FP-26534D885B,FP-83792021ED,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.65,0.4,0.9508057313789633,0.9872393383690348,0.9242896791294811,0.5555555555555556,0.5263157894736842,0.5555555555555556
15m,4,5617,5636,0.35297808673113307,FP-26534D885B,FP-FC419421B5,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.45,0.7,1.111814418687793,1.0987895708306714,0.8200609052709277,0.4444444444444444,0.42105263157894735,0.4444444444444444
15m,5,27274,27293,0.35007080784301187,FP-26534D885B,FP-3E5EC4FBD3,BULL_BIASED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.75,0.6,2.606027046561576,1.6149621516140507,0.8707853605873652,0.5555555555555556,0.3684210526315789,0.5555555555555556
15m,6,12348,12367,0.3460577816936714,FP-26534D885B,FP-FE743920F1,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.5,0.6,0.9962917958429995,0.9650751419152375,0.870011797313618,0.5555555555555556,0.5263157894736842,0.4444444444444444
15m,7,22041,22060,0.34602206614787206,FP-26534D885B,FP-A1E80195FF,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.45,0.5,1.38382913101852,0.9580635754064593,1.3999711581947163,0.3333333333333333,0.47368421052631576,0.7777777777777778
15m,8,23384,23403,0.34213439589873607,FP-26534D885B,FP-9D979B86DA,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.5,0.5,1.0010584855115645,1.096290073121109,1.2598295779486746,0.5555555555555556,0.5263157894736842,0.6666666666666666
15m,9,12605,12624,0.33985607951297886,FP-26534D885B,FP-F255643100,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.5,0.6,0.7926876477684666,1.0079023416086372,0.9942483344792447,0.7777777777777778,0.5789473684210527,0.6666666666666666
15m,10,18592,18611,0.33926839089900845,FP-26534D885B,FP-5661CC85BD,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.2,0.35,0.5,1.273324895676842,1.3173122618328295,1.7324348258614717,0.4444444444444444,0.47368421052631576,0.6666666666666666
15m,11,561,580,0.33908320353689336,FP-26534D885B,FP-7AA3AC06B7,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.4,0.3,0.8668259849133865,1.4364522073217116,0.9382885056927567,0.3333333333333333,0.5789473684210527,0.5555555555555556
15m,12,10450,10469,0.3367689242114424,FP-26534D885B,FP-4B996DAE5A,BULL_BIASED | EXPANDING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.8,0.7,1.044583237839889,1.7100588799699719,1.0374687206159527,0.6666666666666666,0.42105263157894735,0.4444444444444444
15m,13,12410,12429,0.3362532870106219,FP-26534D885B,FP-BC38CC4CF5,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.5,0.3,0.7730896022489537,0.9950925764349456,0.8846017820965131,0.5555555555555556,0.47368421052631576,0.3333333333333333
15m,14,1066,1085,0.3358549550033493,FP-26534D885B,FP-D651D7C329,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.3,0.5,0.5,1.9246165576555179,1.0004388198722167,0.9248751007889238,0.4444444444444444,0.47368421052631576,0.6666666666666666
15m,15,17073,17092,0.3345119601501895,FP-26534D885B,FP-B3F9C7DA8C,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.7,0.5,0.5,0.9137527996291575,1.4054450838355987,0.8320728550069987,0.5555555555555556,0.5263157894736842,0.4444444444444444
15m,16,2271,2290,0.33312193927045874,FP-26534D885B,FP-15AB6D528B,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.4,0.55,0.8,0.732280086696122,1.2465380368600978,1.1532684236648145,0.3333333333333333,0.5789473684210527,0.2222222222222222
15m,17,6351,6370,0.33195486825373216,FP-26534D885B,FP-46F8A3D023,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.7,0.5,0.7,0.9210067343143145,1.4551558983693467,1.1379906166562541,0.5555555555555556,0.5789473684210527,0.4444444444444444
15m,18,11928,11947,0.3316362016150259,FP-26534D885B,FP-6B1F56B9A3,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.5,0.4,0.664621298622186,1.7301545743156788,0.7617647370048501,0.4444444444444444,0.5789473684210527,0.2222222222222222
15m,19,6816,6835,0.3305459367966874,FP-26534D885B,FP-A6DADA6723,BALANCED | EXPANDING | UPPER_WICK | BEAR_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.5,0.3,2.0518648491847062,1.2139398056187136,1.139638630018826,0.5555555555555556,0.5789473684210527,0.6666666666666666
15m,20,9436,9455,0.3300336680682905,FP-26534D885B,FP-08B5727A33,BALANCED | EXPANDING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.4,0.5,1.0626505278580196,1.4362878555789824,1.5208942322120749,0.4444444444444444,0.5263157894736842,0.5555555555555556
15m,21,12155,12174,0.32982904392333745,FP-26534D885B,FP-5810FC6479,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.55,0.4,1.154629002596074,1.0045988984741494,1.3904111540007418,0.5555555555555556,0.5789473684210527,0.6666666666666666
15m,22,26453,26472,0.3288774736712372,FP-26534D885B,FP-86EFD3669F,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.5,0.6,0.64628523776499,1.248628337395066,1.2722711378685796,0.5555555555555556,0.6842105263157895,0.6666666666666666
15m,23,19125,19144,0.3287534638320484,FP-26534D885B,FP-5FD5C07D4A,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.7,0.5,0.3,0.575169953058998,0.9290217549433839,1.1342303893479664,0.6666666666666666,0.6842105263157895,0.4444444444444444
15m,24,23639,23658,0.3285759288563902,FP-26534D885B,FP-AA4ADDDCFB,BEAR_BIASED | EXPANDING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.7,0.3,0.4,0.7291504869475374,2.1197267716784265,1.1587469810924875,0.6666666666666666,0.47368421052631576,0.6666666666666666
15m,25,24145,24164,0.3283240018960676,FP-26534D885B,FP-9897D75625,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.5,0.5,0.9227407667085592,1.0060266016379265,0.8601387045678249,0.5555555555555556,0.7368421052631579,0.5555555555555556
30m,1,10361,10380,0.3154677046288155,FP-4044EBB595,FP-1D733A9CCC,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.5,0.7,1.2625513345719506,1.0214401661755423,1.5086348583643805,0.4444444444444444,0.5789473684210527,0.5555555555555556
30m,2,10217,10236,0.3131077521097864,FP-4044EBB595,FP-E696176FB9,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.2,0.45,0.6,1.0411043164300657,1.2813625503144146,1.4016737654588352,0.4444444444444444,0.3684210526315789,0.5555555555555556
30m,3,14180,14199,0.31077214103167244,FP-4044EBB595,FP-2E942F63E6,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.4,0.8,1.3839142376842801,1.4973928402339312,0.6281901195639985,0.3333333333333333,0.631578947368421,0.3333333333333333
30m,4,23299,23318,0.30195901305476625,FP-4044EBB595,FP-D5A3EF8545,BALANCED | COMPRESSING | UPPER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.4,0.7,1.0154990426843544,0.9955969246183679,1.138767000658261,0.6666666666666666,0.5789473684210527,0.5555555555555556
30m,5,24691,24710,0.30150823873315796,FP-4044EBB595,FP-8316303682,BALANCED | COMPRESSING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.2,0.4,0.4,1.0396525514555677,1.7107042564484476,0.532581341412506,0.4444444444444444,0.47368421052631576,0.6666666666666666
30m,6,20852,20871,0.2992395450990151,FP-4044EBB595,FP-D3FE30360C,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.35,0.4,0.947420417277718,1.4540842827862765,0.7518404958101674,0.5555555555555556,0.3684210526315789,0.2222222222222222
30m,7,24164,24183,0.29635495108764665,FP-4044EBB595,FP-39877628CA,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.5,0.4,1.1081241162277202,1.3801907527478665,0.8341688846151651,0.2222222222222222,0.42105263157894735,0.5555555555555556
30m,8,18748,18767,0.2961231166735066,FP-4044EBB595,FP-4E51496247,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.45,0.7,1.7537477162066692,1.657091935446618,0.7479883851447063,0.6666666666666666,0.42105263157894735,0.3333333333333333
30m,9,16254,16273,0.29430117439419545,FP-4044EBB595,FP-1607E19B10,BALANCED | COMPRESSING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.45,0.3,2.0843442690313387,0.9487906986436657,0.8912276556810934,0.5555555555555556,0.5263157894736842,0.2222222222222222
30m,10,13713,13732,0.2929332422967969,FP-4044EBB595,FP-E23A837675,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.4,0.5,2.5263559315358353,0.9754447769673987,0.9472234674382746,0.4444444444444444,0.5263157894736842,0.6666666666666666
30m,11,17972,17991,0.29148531122382865,FP-4044EBB595,FP-0A54D9D887,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.5,0.4,1.2701170554437544,1.7189381956430967,0.4531746771661953,0.4444444444444444,0.7368421052631579,0.3333333333333333
30m,12,4249,4268,0.2907851054214705,FP-4044EBB595,FP-85064687D1,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.3,0.4,0.6,1.5072713975119139,1.183982498173001,0.7643392555474746,0.4444444444444444,0.5789473684210527,0.4444444444444444
30m,13,26897,26916,0.28777827542768275,FP-4044EBB595,FP-5F19941843,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.5,0.5,1.0584486549928624,1.5921392692582659,1.2215578230307451,0.7777777777777778,0.47368421052631576,0.4444444444444444
30m,14,16049,16068,0.2870436722740265,FP-4044EBB595,FP-1F7F60450C,BALANCED | COMPRESSING | LOWER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.4,0.5,0.9912982936321286,1.261018308501044,2.216145998588073,0.3333333333333333,0.5263157894736842,0.3333333333333333
30m,15,2518,2537,0.2869499061809444,FP-4044EBB595,FP-ACCD75E2BF,BALANCED | COMPRESSING | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.35,0.5,2.3146225167990244,1.7628120459579328,0.5442012074863871,0.4444444444444444,0.47368421052631576,0.6666666666666666
30m,16,14233,14252,0.28653577257284263,FP-4044EBB595,FP-BCE32CB3A3,BALANCED | COMPRESSING | WICK_BALANCED | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.45,0.7,1.4955691484595508,1.0144193285816194,1.3329532889609221,0.5555555555555556,0.47368421052631576,0.6666666666666666
30m,17,16102,16121,0.28648590174737437,FP-4044EBB595,FP-544704FDBD,BALANCED | COMPRESSING | UPPER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.5,0.5,1.080035878897022,1.4374597307660177,0.9027771612530145,0.6666666666666666,0.47368421052631576,0.6666666666666666
30m,18,5576,5595,0.28498674854743067,FP-4044EBB595,FP-F2FEDB5C04,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.45,0.5,0.8203903869412039,1.40340336744586,0.9344471081185667,0.7777777777777778,0.7894736842105263,0.7777777777777778
30m,19,22776,22795,0.2848392436462831,FP-4044EBB595,FP-02AD1C160F,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.7,0.4,0.6,1.143155228207617,1.3086027491361676,0.8662903482898594,0.5555555555555556,0.5789473684210527,0.6666666666666666
30m,20,22778,22797,0.2842909045817305,FP-4044EBB595,FP-2EAC8B8158,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.5,0.6,1.288944155841446,1.2323517408037787,0.9452708640860326,0.5555555555555556,0.5789473684210527,0.5555555555555556
30m,21,23201,23220,0.28365008375669837,FP-4044EBB595,FP-979C3EA989,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.45,0.4,1.1311503378809646,1.2097868353313521,0.9348090444557957,0.6666666666666666,0.7368421052631579,0.7777777777777778
30m,22,9151,9170,0.2833594003883669,FP-4044EBB595,FP-70C7769E5C,BALANCED | COMPRESSING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.45,0.6,1.7623407931673967,1.348778871215643,1.1272534264988656,0.3333333333333333,0.3157894736842105,0.1111111111111111
30m,23,26537,26556,0.2832571308770032,FP-4044EBB595,FP-5EA87E23FF,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.4,0.6,0.9853621696699797,1.043826551308045,1.255246578820262,0.3333333333333333,0.5789473684210527,0.4444444444444444
30m,24,18035,18054,0.2830701711383585,FP-4044EBB595,FP-5EA06C147E,BALANCED | COMPRESSING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.5,0.45,0.7,0.9006530289913706,1.3035235855471448,1.2527579839019434,0.7777777777777778,0.5263157894736842,0.5555555555555556
30m,25,10156,10175,0.282825276690335,FP-4044EBB595,FP-3D04F6AC80,BULL_BIASED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.75,0.4,1.3501168640984638,1.1021716104357213,0.6553018869829996,0.5555555555555556,0.42105263157894735,0.6666666666666666
1h,1,2337,2356,0.3469396595048701,FP-1221234D37,FP-0072AF3226,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.3,0.55,0.7,0.8340647346409936,1.3949606353006943,1.2554748471391701,0.5555555555555556,0.47368421052631576,0.4444444444444444
1h,2,20761,20780,0.32963494706688234,FP-1221234D37,FP-114E044A2F,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.3,0.55,0.4,1.1792971781023267,0.9854974873214684,1.164271886645158,0.5555555555555556,0.5263157894736842,0.5555555555555556
1h,3,15506,15525,0.3264616344767954,FP-1221234D37,FP-CA76728F52,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.65,0.4,0.8706955206079897,0.841816008372408,0.7319991956755676,0.5555555555555556,0.47368421052631576,0.7777777777777778
1h,4,18791,18810,0.3228648242563793,FP-1221234D37,FP-878EE57801,BULL_BIASED | STABLE | UPPER_WICK | DIRECTION_BALANCED | LOW_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.3,0.8,0.6,0.8833401895500479,0.8028395667118916,0.9262080109169256,0.6666666666666666,0.21052631578947367,0.6666666666666666
1h,5,17447,17466,0.3220890508222792,FP-1221234D37,FP-F46BA78502,BULL_BIASED | EXPANDING | UPPER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.7,0.4,0.8190623239719992,1.3045420898227622,0.9233573234004855,0.5555555555555556,0.42105263157894735,0.5555555555555556
1h,6,25464,25483,0.3215883423269641,FP-1221234D37,FP-95F513CFE9,BALANCED | EXPANDING | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.55,0.6,0.927831589825705,1.2185651482284754,1.2826253856303849,0.5555555555555556,0.47368421052631576,0.4444444444444444
1h,7,12192,12211,0.3206679373255908,FP-1221234D37,FP-5C1864A20F,BALANCED | STABLE | LOWER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.4,0.4,0.9771235868665376,1.3194717518227446,1.0824875344598315,0.4444444444444444,0.5263157894736842,0.3333333333333333
1h,8,12143,12162,0.3203199883977145,FP-1221234D37,FP-9B1FE5450C,BALANCED | EXPANDING | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.55,0.4,1.0194254942542063,1.3581342643959584,1.7452841310274323,0.5555555555555556,0.47368421052631576,0.3333333333333333
1h,9,24145,24164,0.31767735787299184,FP-1221234D37,FP-9765848430,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.55,0.5,0.8735446809225866,1.0293652098149457,0.6142533774316886,0.4444444444444444,0.47368421052631576,0.5555555555555556
1h,10,25187,25206,0.3142213884703696,FP-1221234D37,FP-CF118F54CE,BALANCED | COMPRESSING | LOWER_WICK | BEAR_SHIFT | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.6,0.5,0.3,1.7534652206308272,1.2881944977750643,1.2584309750543974,0.6666666666666666,0.42105263157894735,0.5555555555555556
1h,11,25656,25675,0.3131734194912714,FP-1221234D37,FP-FC47BB5C07,BALANCED | STABLE | UPPER_WICK | BULL_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.6,0.55,0.4,0.9288118824622039,1.1337019131628276,0.49692672310356895,0.5555555555555556,0.42105263157894735,0.6666666666666666
1h,12,25751,25770,0.31283302520117967,FP-1221234D37,FP-8B5D55E5F9,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.4,0.45,0.6,0.8927749656822401,1.0156561525783196,0.7975664261279564,0.3333333333333333,0.6842105263157895,0.5555555555555556
1h,13,16780,16799,0.3127619714288004,FP-1221234D37,FP-5B1F3D08E7,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.5,0.3,0.8305646544268447,0.9988472456894302,1.2119796368992843,0.7777777777777778,0.5263157894736842,0.4444444444444444
1h,14,7584,7603,0.31262242528287354,FP-1221234D37,FP-CBD53D2E88,BULL_BIASED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.7,0.7,0.5,1.2105569735008852,1.3053863220244306,1.0704114814207792,0.3333333333333333,0.5263157894736842,0.5555555555555556
1h,15,23160,23179,0.3070998553024255,FP-1221234D37,FP-F7C8657C99,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.6,0.4,0.9584773297422634,0.9280342494583624,0.8313451167225467,0.6666666666666666,0.5789473684210527,0.6666666666666666
1h,16,11831,11850,0.3070448639612116,FP-1221234D37,FP-D208364177,BULL_BIASED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.6,0.75,0.4,1.0737608743806994,1.3054483562559893,0.7575516767784911,0.5555555555555556,0.42105263157894735,0.3333333333333333
1h,17,6971,6990,0.3066415487328908,FP-1221234D37,FP-6E5E5C9A0C,BALANCED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.5,0.7,1.0179975277162476,1.070133566435672,1.314591425910655,0.3333333333333333,0.631578947368421,0.6666666666666666
1h,18,19704,19723,0.3055487612137304,FP-1221234D37,FP-7B5B4C5DA7,BALANCED | EXPANDING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.65,0.7,0.8275668987483874,1.4006532074309583,0.7997124064966948,0.2222222222222222,0.3684210526315789,0.4444444444444444
1h,19,15532,15551,0.3050155904049879,FP-1221234D37,FP-7BEF0BB427,BALANCED | STABLE | LOWER_WICK | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.45,0.5,0.7887783402904448,1.1429345786360612,1.043565924370926,0.7777777777777778,0.7368421052631579,0.7777777777777778
1h,20,27336,27355,0.30473047749930343,FP-1221234D37,FP-6447580B21,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.55,0.6,0.9384424910187239,1.3630941450358436,0.6450162439595679,0.5555555555555556,0.42105263157894735,0.3333333333333333
1h,21,6697,6716,0.3041861280432216,FP-1221234D37,FP-63C6FBA887,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.5,0.4,1.1886907987359403,0.877317183306849,0.8180566943571101,0.5555555555555556,0.631578947368421,0.5555555555555556
1h,22,25397,25416,0.3041004258053452,FP-1221234D37,FP-B11DDB015A,BALANCED | STABLE | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.4,0.6,0.4,1.651658416399475,1.1135367468625408,0.9493946304172354,0.6666666666666666,0.47368421052631576,0.3333333333333333
1h,23,19754,19773,0.30343727095639916,FP-1221234D37,FP-0E439ED2A0,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.5,0.6,0.4,1.2091987494975296,1.205540063728388,1.025832247903209,0.6666666666666666,0.42105263157894735,0.5555555555555556
1h,24,8327,8346,0.3032958613630696,FP-1221234D37,FP-F48C2F03F4,BALANCED | STABLE | WICK_BALANCED | BEAR_SHIFT | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.5,0.55,0.6,0.9796561718657385,0.9649209638184125,1.0413540476260912,0.7777777777777778,0.42105263157894735,0.7777777777777778
1h,25,27286,27305,0.30205866634994916,FP-1221234D37,FP-2E2E4DECEC,BALANCED | EXPANDING | WICK_BALANCED | DIRECTION_BALANCED | MID_ALT | MID_BODY | COMP_TO_EXPAND | CLOSE_MID,0.4,0.55,0.4,1.2245496074994004,1.2248316052108073,1.4686381368584986,0.3333333333333333,0.47368421052631576,0.7777777777777778
4h,1,6175,6194,0.33667401151723175,FP-5397945395,FP-EEB264A8F8,BEAR_BIASED | COMPRESSING | LOWER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | EXP_TO_COMPRESS | CLOSE_MID,0.4,0.3,0.5,1.204254136604491,1.4291343530016394,0.9266532848655966,0.7777777777777778,0.3157894736842105,0.7777777777777778
4h,2,9307,9326,0.3136913652893642,FP-5397945395,FP-F011BF7056,BEAR_BIASED | STABLE | UPPER_WICK | DIRECTION_BALANCED | MID_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.9,0.3,0.4,1.2376336757089914,1.2114755566615363,1.100399252281485,0.2222222222222222,0.5263157894736842,0.6666666666666666
4h,3,2679,2698,0.3136568170942352,FP-5397945395,FP-036EDBD694,BALANCED | STABLE | WICK_BALANCED | BULL_SHIFT | HIGH_ALT | MID_BODY | RANGE_STABLE | CLOSE_MID,0.7,0.45,0.8,1.0871175238558228,1.1365261980916639,0.6883090842412358,0.6666666666666666,0.5789473684210527,0.4444444444444444
